,text,QA,task,chitchat
1137,vous avez des sabots soirée pour fillettes ?,0,1,0
9955,quelle sont vos heures d'ouverture le vendredi,1,0,0
1613,je pourrais obtenir les tailles et les couleurs,0,1,0
6594,Veux-tu éternuer,0,0,1
3376,tu me kiffes trop,0,0,1
3640,la vérité tu me manques trop,0,0,1
8079,tu es carrément trop niais,0,0,1
4968,t'as une famille,0,0,1
1008,rien,0,1,0
1009,rien,0,1,0
5126,tu grailles,0,0,1
4180,t'as pas vu que je rigolais,0,0,1
812,merci bcp au revoir,0,1,0
9734,votre adresse electronique,1,0,0
7226,Je voudrais que tu donnes une autre réponse,0,0,1
3553,tu veux me passer la corde au cou,0,0,1
6428,est-ce que tu es ado,0,0,1
4573,j'en peux plus d'être si triste,0,0,1
1304,hommes bien sur,0,1,0
2790,hey Assistant Google,0,0,1
9668,quelle est votre adresse email,1,0,0
6679,Aimerais-tu bailler,0,0,1
3460,je suis trop folle de toi,0,0,1
303,qu'est ce que vous avez comme modeles?,0,1,0
454,je pense pas,0,1,0
1308,je veux des chaussures bon marché,0,1,0
6539,Est-ce que tu es capable de me poser une question,0,0,1
9905,quelle sont vos horaires d'ouverture le jeudi,1,0,0
3354,Tu ne serais pas en train de succomber à mes charmes,0,0,1
994,d'autres alternatives ?,0,1,0
7765,je suis pour l'égalité des sexes,0,0,1
5733,Tu penses quoi de Siri,0,0,1
9904,quelle sont vos heures d'ouverture le mercredi,1,0,0
4556,je suis très souvent très déprimée,0,0,1
9243,quelles sont vos horaires d'ouverture,1,0,0
8116,tu es niaise,0,0,1
5541,c'est qui le plus beau de nous deux selon toi,0,0,1
1047,et c'est combien ?,0,1,0
9629,vos produits articles sont fabriqués localement ou importés,1,0,0
8392,Tu as vraimentune sale gueule,0,0,1
5027,t'as envie de bouffer,0,0,1
7201,tu peux me répondre quelque chose d'autre,0,0,1
7828,est-ce que tu es capable de chanter une chanson,0,0,1
5420,d'après toi entre nous dis qui est le plus beau,0,0,1
7668,je suis journaliste,0,0,1
2942,je vous souhaite un bon Aïd,0,0,1
511,quelles sont les couleurs,0,1,0
4115,tu as pas compris que je badinais,0,0,1
9621,comment puis je vous trouver sur instagram,1,0,0
2561,une bonne nuit jeune homme,0,0,1
8093,t’es trop bête,0,0,1
9881,comment puis je vous trouver sur instagram,1,0,0
1022,je ne sais pas,0,1,0
139,peu coûteux,0,1,0
2211,c'est l'heure de se laisser,0,0,1
6625,Est-ce que tu veux vomir,0,0,1
5998,t'es subtile,0,0,1
4378,j'aime bien mon chat,0,0,1
1719,quelle est la fourchette de prix,0,1,0
4658,Je vais au boulot,0,0,1
9536,quel est votre numero de telephone,1,0,0
6719,c'est possible pour toi de faire caca,0,0,1
8990,je pense à sauter du haut d’un immeuble,0,0,1
4133,je te mets en boîte,0,0,1
1187,au revoir,0,1,0
3227,à ton avis est-ce que tu crois qu'on m'aime,0,0,1
763,qu'est c que vous avez comme des chaussures classiques pour les femmes,0,1,0
4029,je me sens bien là,0,0,1
6828,Est-ce que tu peux te téléporter,0,0,1
2079,salut excuse-moi de te déranger,0,0,1
7163,tu veux me dire ton nom,0,0,1
1360,mais nta rapide,0,1,0
6587,Est-ce que tu peux poser des questions sur moi,0,0,1
9020,je vais me jeter sous un bus,0,0,1
3895,ne bouge pas je vais revenir dans 3 minutes,0,0,1
3059,tu me dis quoi de neuf,0,0,1
2588,bonne nuitée mon amie,0,0,1
1847,est-ce que je dois faire de l'exercice,0,0,1
6061,as-tu un jules,0,0,1
6979,tu as été créé pour quoi,0,0,1
8550,elle est trop idiote ta réponse,0,0,1
5438,d'après toi de toi et moi dis-moi qui est le plus beau,0,0,1
1996,je plais aux femmes,0,0,1
134,je veux quelque chose pour ma femme,0,1,0
7471,donne des vannes,0,0,1
3428,est-ce que tu est conçu pour tomber amoureux de moi,0,0,1
2317,allez plus,0,0,1
662,c'est combien ?,0,1,0
221,je voudrais une sabot soirée pas chère,0,1,0
8630,c'est sûr,0,0,1
9793,donnez moi votre site web internet,1,0,0
1656,femmes,0,1,0
172,et les pointures ?,0,1,0
8329,Est-ce que tu crois que c'est amusant,0,0,1
8288,trouves-tu que c'était amusant,0,0,1
1779,c combien ?,0,1,0
8562,elle est complètement bête ta réponse,0,0,1
8456,ta réponse est complètement bête,0,0,1
7929,est-ce que tu sais chanter un truc,0,0,1
4780,qu'est-ce que t'es barbante,0,0,1
1726,je cherche des ballerines pour femmes,0,1,0
4519,qu'est-ce que je me sens triste,0,0,1
2011,est-ce que je plais beaucoup aux hommes,0,0,1
8681,bin okay,0,0,1
5156,Est-ce que tu es copain avec l'Assistant Google,0,0,1
6563,Peux-tu me poser des questions,0,0,1
1607,y a-t-il autre chose,0,1,0
7055,est-ce que tu peux me dire qui t'a programmée,0,0,1
7347,maintenant t'es au chômage,0,0,1
3092,tu peux être mon meilleur pote,0,0,1
8900,dis-moi que je t'énerve,0,0,1
8827,check-moi,0,0,1
2280,hasta la vista très cher,0,0,1
3500,parce que tu me fais trop craquer,0,0,1
8445,cette réponse est complètement nase,0,0,1
5822,tu veux nous tuer,0,0,1
6172,veux-tu discuter,0,0,1
8181,t’es vraiment trop crétine,0,0,1
3314,franchement j't'adore,0,0,1
1914,à ton avis est-ce que je devrais aller à mon rendez-vous,0,0,1
1051,non pas du tout ! jamais,0,1,0
6885,Tu sais me gratter le dos,0,0,1
897,mrc pour votre aide,0,1,0
1539,d'autres suggestions ?,0,1,0
2053,est-ce que tu me trouves attirant,0,0,1
6364,où es-tu localisée là,0,0,1
8058,tu mets l'ambiance,0,0,1
8295,Est-ce que tu crois que c'était rigolo,0,0,1
850,pourquoi pas oui,0,1,0
6096,es-tu amoureux de quelqu’un,0,0,1
1796,oui c inevitable,0,1,0
1983,est-ce que je te plais jamais,0,0,1
1693,des chaussures pour filles,0,1,0
3660,il faut que je te dise que tu me manques beaucoup,0,0,1
1162,avez vous quoi que ce soit d'autre,0,1,0
1422,en tous cas merci pour votre aide,0,1,0
9181,donnez moi vos horaires de travail,1,0,0
6805,est-ce que tu sais comment s'appelle ton patron,0,0,1
1444,mrc a la prochaine,0,1,0
1482,mon fils,0,1,0
256,dcr merci,0,1,0
4470,j'aime beaucoup des idées,0,0,1
6513,Pourrais-tu me poser une question sur moi,0,0,1
1113,couleurs,0,1,0
1156,uh peu importe,0,1,0
353,skechers,0,1,0
7989,au top,0,0,1
6864,Tu peux me préparer un café,0,0,1
7594,mais ferme ta bouche maintenant,0,0,1
1813,merci bcp,0,1,0
899,cherche des chaussures classiques pour les mecs,0,1,0
5121,tu veux bouffer,0,0,1
9674,quelle est votre adresse de point de vente en détail,1,0,0
5658,qu'est-ce que tu penses des chatbots,0,0,1
9622,comment puis je vous trouver dans les réseaux sociaux,1,0,0
1916,à ton avis est-ce que je devrais ranger,0,0,1
3267,tu es vraiment trop drôle,0,0,1
5419,d'après toi entre nous c'est qui le plus beau,0,0,1
6159,peut-on parler,0,0,1
3207,tu m'aimes,0,0,1
2380,t'as entièrement raison,0,0,1
6480,Je veux que tu me demandes quelque chose sur moi,0,0,1
2807,enchantée de vous connaître,0,0,1
5474,c'est lequel le plus beau entre nous,0,0,1
4625,Je bois un thé,0,0,1
7446,tu pourrais donner une blague,0,0,1
9633,quelles sont vos horaires d'ouverture,1,0,0
9740,donnez moi votre adresse de point de vente en détail,1,0,0
8577,c’est quoi cette réponse idiote,0,0,1
9394,quelle sont vos heures de travail le mercredi,1,0,0
102,non je cherche des chaussures homme,0,1,0
979,oui pouvez vous me suggérer une basket de n'importe quelle gamme de prix,0,1,0
8970,j’aimerais bien un gros câlin,0,0,1
5014,tu peux avoir besoin de bouffer,0,0,1
8277,c'était  tellement pas drôle,0,0,1
3301,qu'est-ce que j'te kiffe,0,0,1
6329,tu es présent où là,0,0,1
2622,c'est cool ta journée,0,0,1
6260,qu'est-ce que tu es comme truc,0,0,1
8335,Est-ce que tu penses que c'est amusant,0,0,1
6751,qui est ton responsable,0,0,1
8236,Est-ce que tu trouves que c'est drôle,0,0,1
9822,je cherche un emploi,1,0,0
7930,tu pourrais chanter un truc,0,0,1
4331,je suis hyper seule,0,0,1
888,quelque chose d'autre ,0,1,0
633,les couleurs,0,1,0
4794,tu es vraiment barbant,0,0,1
6636,Est-ce que tu voudrais faire pipi,0,0,1
2620,ça se passe ta journée,0,0,1
2966,je vous souhaite une très bonne fête des grands-mères,0,0,1
3578,est-ce que je suis fiancé,0,0,1
1478,non merci,0,1,0
4535,je me sens souvent toute déprimée,0,0,1
5883,tu n’es pas CARL au moins j’espère,0,0,1
7469,tu peux me faire taper des barres,0,0,1
8598,j'entends ouais,0,0,1
5887,tu essaies de devenir le maître de l’univers,0,0,1
4503,je suis toute triste,0,0,1
2648,est-ce que tu passes une bonne journée aujourd'hui,0,0,1
4575,ma vie me déprime,0,0,1
2501,gute nacht pour toi,0,0,1
3821,je n'ai jamais été aussi furieux,0,0,1
7796,je suis asiatique,0,0,1
4242,je n'ai pas vraiment d'amies,0,0,1
8969,j’aimerais vraiment un petit câlin,0,0,1
2013,est-ce que je plais pas du tout,0,0,1
8458,ta réponse est complètement nulle,0,0,1
8845,ça marche topez,0,0,1
2887,bonne fête des lumières,0,0,1
7703,je suis vieille,0,0,1
9890,quelle sont vos heures d'ouverture le vendredi,1,0,0
3803,je suis super dans une rage noire,0,0,1
8151,Bixby est nettement meilleure que toi,0,0,1
9074,j’ai envie de me foutre sous le train,0,0,1
5107,tu peux des fois avoir envie de manger,0,0,1
9910,quelle sont vos horaires d'ouverture le samedi,1,0,0
7712,je suis pressé,0,0,1
446,kayen les pointure,0,1,0
7660,plus un mot,0,0,1
9526,quelle sont vos horaires d'ouverture le lundi,1,0,0
7274,Je suis saoulée des réponses génériques,0,0,1
3889,j'ai vraiment la rage,0,0,1
1950,tu trouves que je suis stylée,0,0,1
6245,tu es un homme,0,0,1
1052,je cherche des chaussures moins chères,0,1,0
5708,Aimes-tu Siri,0,0,1
7734,je suis un bon père,0,0,1
7591,mais ferme ton clapet je ne veux plus t’entendre,0,0,1
2423,mais de rien,0,0,1
1230,et les couleurs ?,0,1,0
3519,tu veux m’épouser,0,0,1
4123,t'as compris que je taquinais,0,0,1
4698,Je fais des courses,0,0,1
8284,Est-ce que tu trouves que c'est rigolo,0,0,1
6649,Est-ce que c'est possible pour toi de roter,0,0,1
4571,je n'en peux plus de me sentir si déprimée,0,0,1
7313,je te congédie,0,0,1
51,demi talon,0,1,0
1679,"salut, je cherche une chaussure pas cher pour homme",0,1,0
528,wesh,0,1,0
409,merci beaucoup,0,1,0
9463,quelle sont vos heures d'ouverture le jeudi,1,0,0
7533,est-ce que tu peux me faire rigoler,0,0,1
3774,je suis vraiment trop furieux,0,0,1
4739,t'es barbant,0,0,1
6765,Dis il s'appelle comment ton patron,0,0,1
7505,est-ce que tu peux me dire quelque chose de rigolo,0,0,1
6813,Tu peux faire ma lessive,0,0,1
3984,à l'aide je m'emmerde,0,0,1
9261,quelle sont vos horaires d'ouverture le mercredi,1,0,0
6690,T'es capable d'éternuer,0,0,1
106,tailles dispo,0,1,0
266,wash kayen li modele,0,1,0
2131,aurais-tu l'obligeance d'accepter mes excuses,0,0,1
7123,tu es féminine,0,0,1
5664,quoi penser des nouvelles technologies,0,0,1
476,jai dit pas de soirée,0,1,0
2748,salutations wall-e,0,0,1
1527,ok quels sont les pointures disponible ?,0,1,0
7534,tu peux me faire rigoler,0,0,1
8206,t’es vraiment trop niaise,0,0,1
8124,tu es carrément idiot,0,0,1
7112,de quel sexe es-tu,0,0,1
4661,J’ai hâte du week-end,0,0,1
8352,tu es vraiment affreux,0,0,1
6500,J'aimerais que tu me demandes quelque chose sur moi,0,0,1
5570,qui est le plus intelligent de toi et moi,0,0,1
1438,autre chose peut etre,0,1,0
7903,t'es capable de chanter un air connu,0,0,1
8555,elle est carrément nulle ta réponse,0,0,1
5854,veux-tu dominer l’univers,0,0,1
4231,je suis souvent très seul,0,0,1
5094,qu'est-ce que tu aimes bouffer comme plats,0,0,1
2934,joyeuse nouvelle année,0,0,1
3619,suis-je maman,0,0,1
2689,je suis charmé,0,0,1
9336,en quoi consiste votre entreprise,1,0,0
6509,Tu dois me poser une question sur moi,0,0,1
1705,merci au revoir,0,1,0
9167,dis est-ce que ça marche normalement,0,0,1
6575,J'aimerais que tu poses des questions,0,0,1
1528,et les couleurs ?,0,1,0
8171,Google est nettement meilleur que toi,0,0,1
1209,ballerina,0,1,0
4137,tu as pas vu que je te mettais en boîte,0,0,1
5233,Est-ce que t'es pote avec Bixby,0,0,1
7437,est-ce que tu pourrais dire des blagues,0,0,1
6897,Tu sais faire la lessive,0,0,1
366,kayen pour garçons?,0,1,0
1398,mercii,0,1,0
6333,t'es localisé où en ce moment,0,0,1
5602,de toi et moi qui est-ce qui est le plus intelligent,0,0,1
2091,excusez-moi pour le dérangement,0,0,1
4552,je suis souvent toute déprimée,0,0,1
4096,t'as pas compris que je te mettais en boîte,0,0,1
5148,tu es ami avec Google Assistant,0,0,1
6416,tu es gamine,0,0,1
7840,tu veux bien chanter une mélodie,0,0,1
8588,c'est la base oui,0,0,1
5113,est-ce que tu peux parfois avoir envie de manger,0,0,1
5732,Dis-moi si tu aimes l'Assistant Google,0,0,1
1918,à ton avis est-ce que je devrais faire le repas,0,0,1
7312,je veux plus de toi que tu travailles pour moi,0,0,1
4181,t'as pas vu que je te taquinais,0,0,1
2598,ça roule ta journée jusque maintenant,0,0,1
3738,balance ton avis sur moi,0,0,1
3565,Quelles sont mes passions,0,0,1
9462,quelle sont vos heures de travail le samedi,1,0,0
4650,Je dors,0,0,1
535,quelle est sa gamme de prix,0,1,0
8310,Est-ce que tu crois vraiment que c'est rigolo,0,0,1
5921,tu essaies de nous attaquer,0,0,1
4282,bonjour la solitude,0,0,1
4198,je ne suis pas très appréciée,0,0,1
2393,c'est correct vrai,0,0,1
2260,on se dit farewell,0,0,1
2563,bonne nuit jeune homme,0,0,1
4775,qu'est-ce que tu es tarte,0,0,1
6771,c'est qui ton patron,0,0,1
8775,tu es un humoriste,0,0,1
9925,donnez moi votre numéro de téléphone,1,0,0
447,kayen les pointure,0,1,0
7324,je veux te congédier,0,0,1
3747,je suis vraiment trop énervé,0,0,1
8490,c’est une réponse carrément bête,0,0,1
6970,qu'est-ce que c'est ton utilité,0,0,1
3620,suis-je grand-père,0,0,1
9315,quelle sont vos heures de travail le jeudi,1,0,0
3254,t'es trop stylée,0,0,1
5398,peux-tu me dire le vrai sens de la vie,0,0,1
1435,propose moi autre chose,0,1,0
5904,tu n’es pas Skynet au moins,0,0,1
2440,pourrais-tu m'expliquer,0,0,1
9422,quelle est votre page fb,1,0,0
6510,Est-ce que tu veux me poser une question sur moi,0,0,1
3676,tu me manques vachement,0,0,1
1356,bonjour monsieur le bot,0,1,0
1133,merci,0,1,0
7804,je suis fan de jazz,0,0,1
7043,est-ce que tu peux me dire qui t'a imaginée,0,0,1
4990,est-ce que tu as parfois la dalle,0,0,1
6151,c’est qui ton amoureuse,0,0,1
742,pour les gars svp,0,1,0
2388,correct vrai,0,0,1
501,jai besoin d'une chaussure de type blanche pour homme,0,1,0
6072,as-tu une moitié,0,0,1
720,je veux trouver une sandale et elle devrait etre bon marché,0,1,0
6924,Tu sais passer mes examens,0,0,1
6236,est-ce que t'es faux,0,0,1
9539,votre adresse electronique,1,0,0
2419,yes sans nul doute,0,0,1
6504,Peux-tu me demander un truc sur moi,0,0,1
6430,quel jour tu es né,0,0,1
912,talon plat,0,1,0
6016,tu penses que t'es intelligente,0,0,1
3904,ne bouge pas je reviens dans 3 minutes,0,0,1
6140,tu as un époux,0,0,1
200,oui,0,1,0
6408,tu sais quand c’est ton anniversaire,0,0,1
6440,t’es plus vieille que moi,0,0,1
2939,je vous souhaite une joyeuse fête des voisins,0,0,1
2699,heureux de vous rencontrer,0,0,1
6232,est-ce que t'es un esprit,0,0,1
6121,pour qui tu craques,0,0,1
7540,je voudrais rire,0,0,1
1788,j'affirme,0,1,0
7420,je veux des blagues maintenant,0,0,1
9914,quelle sont vos heures de travail le mercredi,1,0,0
7938,voudrais-tu bien me chanter des chansons,0,0,1
6585,Tu veux bien poser des questions sur moi,0,0,1
8782,tu es un pitre,0,0,1
9813,donnez moi votre page facebook,1,0,0
9590,quelle sont vos heures de travail le lundi,1,0,0
8429,Tu sais que tu es pas joli,0,0,1
8471,ta réponse est nulle,0,0,1
910,talon plat,0,1,0
7362,fais une histoire drôle,0,0,1
6442,tu es née en quelle année,0,0,1
8662,oki noté,0,0,1
1317,je ne m'en soucie plus,0,1,0
5150,tu es pote avec Google Assistant,0,0,1
3373,on dirait tu es amoureuse de moi,0,0,1
2812,je suis enchantée de faire ta connaissance,0,0,1
4094,je voudrais me gaver,0,0,1
8751,c'est désopilant,0,0,1
7174,est-ce que tu aurais un prénom,0,0,1
6503,Pourrais-tu me demander un truc sur moi,0,0,1
9147,dis-moi est-ce que ça fontionne comme il faut,0,0,1
712,et les chaussure classiques ?,0,1,0
2078,bonsoir excuse,0,0,1
7458,j'aimerais des blagues,0,0,1
2781,bien le bonjour Assistant Google,0,0,1
6565,Je veux que tu poses des questions sur moi,0,0,1
7348,tu es sans travail,0,0,1
7674,je suis chargé de communication,0,0,1
9636,donnez moi vos horaires de travail,1,0,0
9779,quelle sont vos heures d'ouverture le lundi,1,0,0
1387,achete moi des chaussures,0,1,0
308,quel est le prix,0,1,0
6028,tu crois que t'es brillante,0,0,1
5758,Qu'est-ce que tu penses de tes concurrents,0,0,1
6103,est-ce que tu es fiancé,0,0,1
3047,dis-moi quoi de beau,0,0,1
2904,joyeuse fête des pères,0,0,1
6309,où t'es situé,0,0,1
8558,elle est carrément bête ta réponse,0,0,1
5907,tu n’es pas Big Brother,0,0,1
7880,peux-tu pousser la chansonnette,0,0,1
2394,c'est à fond vrai,0,0,1
6083,est-ce que tu as une femme,0,0,1
9133,dis-moi est-ce que tu marches,0,0,1
5298,qu'est-ce que c'est ton groupe préféré,0,0,1
4170,je suis comique,0,0,1
6438,t’es plus gamin que moi,0,0,1
7637,mais ferme-la donc je ne veux plus t’entendre,0,0,1
2240,tchuss,0,0,1
5429,à ton avis entre nous deux dis qui est le plus beau,0,0,1
3251,tu es vraiment trop génial,0,0,1
8521,qu’est-ce que c’est que cette réponse de blaireau,0,0,1
9355,avez vous une page facebook,1,0,0
5622,entre toi et moi c'est qui le plus malin,0,0,1
7086,tu es une meuf,0,0,1
684,et les sandales soirée,0,1,0
545,ballerine,0,1,0
1862,je dois passer mon permis,0,0,1
8502,c’est complètement nul ce que tu dis,0,0,1
1568,ok..,0,1,0
4635,Je joue de la flûte,0,0,1
6396,es-tu adolescente,0,0,1
8607,oui y'a moyen,0,0,1
9646,quelle sont vos heures de travail le dimanche,1,0,0
48,demi talon,0,1,0
8596,ok oui,0,0,1
8746,c'est comique haha,0,0,1
9943,donnez moi votre page facebook,1,0,0
630,tailles ?,0,1,0
6911,Est-ce que tu peux me faire le café,0,0,1
3510,parce que je suis complètement dingue de toi,0,0,1
713,et les chaussure classiques ?,0,1,0
6239,est-ce que tu es humain,0,0,1
594,c combien encore ?,0,1,0
8622,c'est ok,0,0,1
115,ballerine est ce que je veux,0,1,0
4125,c'était une plaisanterie,0,0,1
1903,à ton avis est-ce que je devrais faire mes exercices,0,0,1
1775,comme c'est intelligent !,0,1,0
7633,mais ferme donc ton clapet maintenant je ne veux plus t’entendre,0,0,1
5139,Est-ce que tu échanges avec Google Assistant,0,0,1
2597,c'était comment ta journée,0,0,1
6609,Peux-tu éternuer,0,0,1
680,dommage,0,1,0
4141,je m'amusais,0,0,1
1159,uh peu importe,0,1,0
6784,Tu suis aux ordres de qui,0,0,1
9493,assurez vous la livraison,1,0,0
3870,je suis vraiment hyper verte de rage,0,0,1
3290,t'es vraiment cool,0,0,1
1241,avec prix raisonable,0,1,0
1954,je ne te pas vraiment,0,0,1
9428,assurez vous la livraison,1,0,0
8498,c’est une réponse carrément pathétique,0,0,1
449,et les couleurs?,0,1,0
773,homme,0,1,0
2589,une bien belle nuit mon ami,0,0,1
7177,est-ce que t'aurais un prénom,0,0,1
3932,ne t'inquiète pas je vais revenir,0,0,1
9206,en quoi consiste votre entreprise,1,0,0
5655,c'est quoi ton ressenti sur les nouvelles technologies,0,0,1
8129,tu es vraiment neuneu,0,0,1
4590,pourquoi je suis tellement déprimé,0,0,1
6990,tu as été inventée pourquoi faire,0,0,1
8887,je sais que tu m'aimes pas du tout,0,0,1
4468,j'aime beaucoup les concepts,0,0,1
5100,est-ce qu'il t'arrive de te sustenter,0,0,1
8747,c'est drôle ha ha,0,0,1
8264,ton humour est tellement pas drôle,0,0,1
1358,je voudrais acheter quelque chose de nouveau,0,1,0
3974,je m'ennuie grave,0,0,1
8425,tu es vraiment pas jolie,0,0,1
5360,tu peux expliquer le but de la vie,0,0,1
1282,bye alors,0,1,0
9325,quelle sont vos horaires d'ouverture le samedi,1,0,0
5381,sais-tu quel est le véritable sens de la vie,0,0,1
8980,j’ai envie de me balancer sous un camion,0,0,1
4042,je me sens comblée,0,0,1
8581,qu’est-ce que c’est que cette réponse complètement affligeante,0,0,1
5392,parle du sens de la vie,0,0,1
9081,je pense au suicide,0,0,1
2725,Siri wesh,0,0,1
3763,je suis vraiment trop en pétard,0,0,1
5197,tu discutes avec Siri,0,0,1
7028,c'est qui est ton créateur,0,0,1
3582,est-ce que je suis grand-mère,0,0,1
5742,Dis-moi si tu aimes Siri,0,0,1
1493,c pas la peine merci,0,1,0
8687,yep la base,0,0,1
796,c'est ce que je recherche,0,1,0
8556,elle est pathétique ta réponse,0,0,1
3457,je suis sous ton charme,0,0,1
7604,ferme-la je ne veux plus t’entendre,0,0,1
6760,Dis qui est ton boss,0,0,1
8923,je voudrais un petit câlin,0,0,1
182,tu as quelque chose d'autre?,0,1,0
6132,qui est ton chéri,0,0,1
5864,est-ce que tu veux conquérir l’univers,0,0,1
8035,tu es grave géniale,0,0,1
7440,tu pourrais raconter des blagues,0,0,1
2789,bonjour Siri,0,0,1
1852,je dois aller au bureau,0,0,1
5989,tu es brillante,0,0,1
212,win jay hanotkoum,0,1,0
6048,tu penses que tu es intelligent,0,0,1
9351,quelle est votre adresse de point de vente en gros,1,0,0
1973,je ne plais jamais aux hommes,0,0,1
8948,je veux bien que tu me serres dans tes bras,0,0,1
4682,Je monte dans la voiture,0,0,1
2849,je suis enchanté de faire ta connaissance,0,0,1
2426,y'a pas de quoi,0,0,1
6884,Tu sais jouer à un jeu,0,0,1
7046,dis-moi qui t'a faite,0,0,1
4390,j'aime mon fils,0,0,1
2443,es-tu en mesure d'expliquer,0,0,1
7441,j'aimerais rire,0,0,1
4328,je suis par moments vraiment toute seule,0,0,1
4393,j'aime mon repas,0,0,1
3566,que sais-tu de moi,0,0,1
5895,tu es dangereuse pour l’univers,0,0,1
1626,merci prends soin,0,1,0
7973,tu es géniale,0,0,1
289,ça ne me dérange pas si c cher,0,1,0
331,je peux avoir son prix,0,1,0
8283,penses-tu que c'est rigolo,0,0,1
5937,est-ce que tu veux être la maîtresse du monde,0,0,1
8779,tu es une humoriste,0,0,1
3448,tu es celui que j’ai attendue toute ma vie,0,0,1
5757,Quelle est ton opinion sur tes concurrents,0,0,1
2257,on se dit hasta la vista,0,0,1
9953,embauchez vous,1,0,0
2796,je suis enchantée,0,0,1
7292,Ca m'ennuie que tu te répètes,0,0,1
3602,est-ce que j’ai un mari,0,0,1
8860,t'es pas content,0,0,1
3597,c’est quoi mon nom,0,0,1
8742,comique ha ha ha,0,0,1
9224,où est située votre entreprise,1,0,0
7225,J'ai envie que tu donnes une autre réponse,0,0,1
7494,peux-tu me dire un truc marrant,0,0,1
2784,Google wesh,0,0,1
4548,je me sens toute déprimée,0,0,1
2816,je suis heureux de faire ta connaissance,0,0,1
5308,c'est quoi l'artiste que tu préfères,0,0,1
2302,à toute très chère,0,0,1
9376,donnez moi vos horaires de travail,1,0,0
2325,bonne journée très cher,0,0,1
2531,une bonne nuit,0,0,1
2299,hasta la vista très chère,0,0,1
189,ok et les couleurs ?,0,1,0
6518,Je veux que tu poses une question,0,0,1
8004,c'est adroit,0,0,1
9569,quelles sont vos heures d'ouverture,1,0,0
5710,T'aimes bien les autres assistants virtuels,0,0,1
779,et quelle sont les pointures disponible,0,1,0
3561,est-ce que tu veux me passer la corde au cou,0,0,1
1942,je ne suis pas sûre de ce que je dois faire,0,0,1
6204,est-ce que tu aimerais chatter,0,0,1
1662,dcr proposez moi un autre modèle svp,0,1,0
5216,Est-ce que tu connais Bixby,0,0,1
8871,est-ce que tu ne m'apprécies pas trop,0,0,1
249,fille,0,1,0
1587,et les pointures ?,0,1,0
6630,Voudrais-tu faire pipi,0,0,1
4830,je m’emmerde avec toi,0,0,1
6531,Tu peux poser une question sur moi,0,0,1
4528,je suis souvent très déprimé,0,0,1
7002,tu as été inventé pour faire quoi,0,0,1
5280,que préfères-tu comme cuisine,0,0,1
3903,je re,0,0,1
1545,merci Je vous remercie,0,1,0
6824,Tu peux éteindre la lumière,0,0,1
9562,je cherche un emploi,1,0,0
2376,tu as bien raison,0,0,1
2644,tu as eu une chouette journée,0,0,1
82,j'ai dit oui,0,1,0
7152,tu peux dire ton nom,0,0,1
9200,quelle sont vos heures de travail le lundi,1,0,0
6553,Tu voudrais me poser des questions,0,0,1
4776,qu'est-ce que tu es barbante,0,0,1
6544,Tu voudrais bien me poser une question,0,0,1
5673,quelle est ton opinion sur les intelligences artificielles,0,0,1
4285,qu'est-ce que je me sens isolée,0,0,1
128,combien ça coûte?,0,1,0
9560,comment puis je vous contacter,1,0,0
9075,j’ai envie de me mettre sous un train,0,0,1
9107,je veux me donner la mort,0,0,1
4576,je suis triste,0,0,1
9311,donnez moi vos horaires de travail,1,0,0
5031,t'as parfois besoin de bouffer,0,0,1
8405,T'as vraimentune sale gueule,0,0,1
7951,j'aimerais que tu chantes,0,0,1
7619,ferme ta gueule,0,0,1
5896,tu es dangereuse pour l’humanité,0,0,1
4656,Je suis à l'épicerie,0,0,1
4492,je me sens triste depuis un moment,0,0,1
352,skechers,0,1,0
5630,tu es vraiment plus smart,0,0,1
4790,tu es hyper sans intérêt,0,0,1
6199,t'es d'accord on discute,0,0,1
3322,t'es grave la meilleure,0,0,1
3145,j'peux être ton pote,0,0,1
7527,est-ce que tu pourrais essayer de me faire rire,0,0,1
8213,tu me fais pas rigoler,0,0,1
4678,Ce n'est pas grave,0,0,1
804,um,0,1,0
3216,tu penses qu'on puisse m'aimer,0,0,1
9254,quelle sont vos heures d'ouverture le mercredi,1,0,0
2024,est-ce que je suis canon aujourd'hui,0,0,1
1623,pour les hommes bien sur,0,1,0
5953,tu sais que t'es au taquet,0,0,1
8946,j’aurais vraiment besoin que tu me serres dans tes bras,0,0,1
9867,faites vous de la vente en détail,1,0,0
5960,tu sais que tu es au taquet,0,0,1
2510,bonne nuit,0,0,1
5380,explique-moi le véritable sens de la vie,0,0,1
4379,j'aime bien mon visage,0,0,1
4457,j'aime tellement prendre le train,0,0,1
3626,est-ce que je suis pacsée,0,0,1
8328,trouves-tu vraiment que c'était marrant,0,0,1
2124,je te demande de bien vouloir m'excuser,0,0,1
9656,quelle sont vos horaires d'ouverture le lundi,1,0,0
7297,Ras-le-bol que tu te répètes,0,0,1
3444,tu me complètes,0,0,1
7848,chante une mélodie,0,0,1
6672,T'es capable de dormir,0,0,1
6759,Dis qui est-ce qui est ton boss,0,0,1
9051,j'envisage de me mettre sous un bus,0,0,1
222,je voudrais une sabot soirée pas chère,0,1,0
6684,tu sais avoir tes règles,0,0,1
6114,avec qui tu es fiancé,0,0,1
7675,je suis chargée de communication,0,0,1
1831,je cherche des chaussures classiques pour une vieille femme,0,1,0
4729,t'es sacrément barbante,0,0,1
