,text,classes
28547,t'es profondément inintéressant,chitchat
2171,Ma mère est malade à l'hôpital.,empathetic
27894,j'aime les livres,chitchat
11490,J'ai gagné des billets pour un spectacle que je veux vraiment voir! J'ai hâte d'y aller dans quelques semaines.,empathetic
10676,mon ami a été promu après avoir travaillé pendant un mois,empathetic
26387,franchement tu me manques,chitchat
6126,"Je veux rendre visite à mon ami qui vit dans une grande ville à une heure de route,, mais je n'ai jamais conduit dans une telle grande ville.",empathetic
17910,Je pars en vacances ce jeudi! Je suis très excité!,empathetic
29032,connais-tu tes parents,chitchat
20176,Je n'ai jamais été prête comme ça pour un examen de toute ma vie.,empathetic
16526,Je dois construire une commode IKEA demain.,empathetic
28834,sais-tu qui est ta tante,chitchat
13124,Mon chat a pissé sur le tapis pendant que j'étais au travail.,empathetic
10824,J'ai commandé une pizza et j'ai hâte qu'elle arrive.,empathetic
12738,Mon poisson rouge s'est enfui hier.,empathetic
14458,Je suis toujours heureux de rentrer voir mes chiens.,empathetic
34574,je suis anticonformiste,chitchat
36080,c’est une réponse carrément nulle,chitchat
5446,Je viens de finir mes achats de Noël et de commander quelques décorations,empathetic
30529,Donne ton avis sur Bixby,chitchat
19728,"J'ai un nouveau chien récemment, il est le meilleur. Je suis tellement reconnaissant pour lui!",empathetic
3758,"Ma femme vient d'avouer qu'elle a trompé, irrité son comportement",empathetic
20120,J'étais en rendez-vous le week-end dernier et j'ai eu du mauvais gaz.,empathetic
15430,J'ai trouvé une nouvelle salle de gym!,empathetic
27465,avoue t'as vu la blague,chitchat
28125,je suis tout déprimé depuis un moment,chitchat
14419,"Ma petite sœur a 19 ans et a toujours peur de rester seule à la maison la nuit. Quand mes parents vont mettre de la ville, je la laisse rester avec moi.",empathetic
36958,j’ai bien besoin d’un petit câlin,chitchat
9277,"Je vais avoir un bébé la semaine prochaine,comma,comma_, je pense que je suis prêt!",empathetic
31142,tu crois que t'es brillante,chitchat
7153,J'espère sortir tôt du travail vendredi.,empathetic
23333,tu aurais la gentillesse de m'excuser,chitchat
35886,Comment on fait pour être aussi laid,chitchat
7160,Ça fait du bien de s'occuper de mes soeurs.,empathetic
28060,j'aime trop imager des trucs,chitchat
31218,est-ce que tu as une chérie,chitchat
24526,hé Assistant Google,chitchat
35016,trop la classe,chitchat
24196,une bonne nuit pour toi copine,chitchat
9518,J'ai dû utiliser des toilettes publiques.,empathetic
21495,"J'ai vécu deux inondations dans le Missouri seulement quelques années à part l'une de l'autre. Pendant la première, nous avons perdu toute notre maison. Il ne restait plus que la fondation.",empathetic
34126,peux-tu me dire quelque chose humoristique,chitchat
34093,peux-tu me raconter quelque chose de drôle,chitchat
11246,"Malheureusement, je ne peux pas y aller parce que je dois travailler.",empathetic
35883,Comment on fait pour être aussi affreux,chitchat
15110,Nous avons eu une inondation dans notre sous-sol et j'ai perdu un tas de vieilles photos. Celles-ci ont été prises avant les caméras numériques donc il n'y a pas de sauvegardes.,empathetic
21307,Un de mes collègues a pu terminer rapidement un projet compliqué. Je ne pensais pas qu'il était si bon dans son travail.,empathetic
2149,J'étais dans un magasin de détail et j'ai été ignoré par la caissière qui me vérifiait.,empathetic
925,Je suis reconnaissant d'avoir eu un si merveilleux fils.,empathetic
21214,"Ma famille m'a fait une fête d'anniversaire surprise le mois dernier, j'étais tellement étonnée quand je suis entrée.",empathetic
19344,Nous avons prévu d'aller en croisière en décembre. C'était tellement amusant de planifier tout le voyage.,empathetic
4542,"J'ai dû enterrer mon récupérateur d'or aujourd'hui, je l'ai eu pendant 10 ans.",empathetic
31847,où es-tu localisée maintenant,chitchat
25867,Est-ce que tu craques sur moi,chitchat
21121,Mon collègue a donné une très bonne présentation au travail aujourd'hui. J'ai été assez impressionné par le travail qu'elle y a mis.,empathetic
28385,Je regarde un match de foot,chitchat
6779,Un collègue a eu une promotion sur moi,empathetic
266,"J'ai toujours été fidèle à ma petite amie de près de 3 ans, dont je suis fier",empathetic
27741,je suis souvent hyper seule,chitchat
18229,Je suis tellement excitée par quelques nouvelles d'un changement de vie à venir! C'est un mouvement et une nouvelle aventure!,empathetic
31501,tu veux bien discuter,chitchat
15153,Récemment mon chien est sorti de la cour et a couru vers les voisins et a couru tout autour de leur maison bouleversant leurs chiens! C'était assez ennuyeux mais finalement il est venu à moi après que je l'ai appelé un peu.,empathetic
29342,tu grailles des fois,chitchat
37299,je veux me mettre sous un train,chitchat
18276,Je suis récemment devenu végétalien pour des raisons de santé et je suis très impressionné par la nourriture.,empathetic
27070,je me sens bien,chitchat
14988,Il travaille chez lui et a fait tomber des clous dans la rue. J'ai un pneu à plat à cause de lui.,empathetic
6394,"Une fois, j'ai fini de regarder un film effrayant, puis je me suis couché et mon chat m'a ouvert la porte et ça m'a tellement fait peur.",empathetic
16508,Je vais bientôt en vacances à Florida.,empathetic
3392,Je me suis endormie pendant mon rendez-vous hier soir.,empathetic
11526,Ma fille vient de jouer son premier match de soccer et elle s'est très bien débrouillée.,empathetic
9394,Je ne veux vraiment pas aller voir mon père.,empathetic
23835,c'est littéralement vrai,chitchat
32471,Pourrais-tu péter,chitchat
2333,Je suis si prête pour septembre.,empathetic
1905,Mon ex n'est pas venu au tribunal.,empathetic
20681,J'ai fait une promenade la nuit et j'ai vu un groupe de gars en avant.,empathetic
30020,dis-moi qui est le plus beau de toi et moi,chitchat
14052,"Je rentrais à la maison une nuit et j'ai vu un gars debout à côté d'un wall, heureusement, il n'avait pas de mauvaises intentions.",empathetic
21444,"Je suis un peu content que l'été arrive à sa fin.Mes enfants étaient partis tout l'été, je les ai manqués et j'étais très isolé quand ils étaient absents.",empathetic
1485,J'étais contrariée quand mon ami a laissé tomber les funérailles de mes mères.,empathetic
5961,"Je suis jaloux de mon collègue, il est très intelligent et athlétique.",empathetic
8377,Ma nouvelle Tesla conduisait parfaitement sur le pilote automatique.,empathetic
10641,J'ai regardé un spectacle où un gars a mangé un calmar en direct,empathetic
22673,"Je dois faire un voyage d'affaires la semaine prochaine, Je n'ai pas hâte de voler",empathetic
23108,est-ce que je plais beaucoup aux hommes,chitchat
6463,Des aubergines goûtées.,empathetic
18697,"L'autre jour, j'ai amené mes enfants à la plage pour la première fois. Je pouvais à peine me contenir lors du voyage là-bas!",empathetic
30606,Dis-moi si tu aimes bien Alexa,chitchat
14949,Je deviens terrifié quand j'ai entendu parler de fantôme,empathetic
17188,Mon fils vient d'être diplômé de l'université.,empathetic
2852,Je suis si heureuse pour mon fils.,empathetic
22604,Je suis reconnaissant pour ma vie.,empathetic
4610,Les films clowns me font peur.,empathetic
5584,Ma mère a trompé mon père!,empathetic
25124,alors quoi d'inédit,chitchat
8281,Je suis d'accord avec le travail que j'ai actuellement.,empathetic
27726,je me sens par moments très seule,chitchat
27207,j'ai envie de miam,chitchat
5881,"Je pensais avoir vu un fantôme en dehors de ma fenêtre, j'avais mon cœur dans la bouche",empathetic
14531,Mon chien a fait son premier tour aujourd'hui.,empathetic
16348,J'ai cassé le vase préféré de mes mères et je l'ai blâmé sur mon chat. Je n'avais que 10 ans.,empathetic
7931,J'ai ressenti ça quand mon fils a fait ses premiers pas.,empathetic
24042,bonjour un bon matin,chitchat
10513,Quelqu'un a fait tomber des frites sur le sol et les a mangées.,empathetic
23175,est-ce que tu me trouves attirante physiquement,chitchat
3115,Je me sens mal pour les parents qui n'ont pas les moyens d'acheter des vêtements scolaires pour leurs enfants.,empathetic
2837,Mon mari laisse ses chaussettes et ses sous-vêtements partout dans la maison.,empathetic
6019,J'ai vu un homme lui piquer le nez et le manger.,empathetic
1062,J'ai regardé une nouvelle série de stephen king sur Hulu. C'est effrayant.,empathetic
28936,connais-tu ton frère,chitchat
24481,c'est une joie de vous connaître,chitchat
7757,Mon meilleur ami a volé ma voiture la semaine dernière.,empathetic
825,Les mères sont toujours prêtes à prendre soin de leurs bébés.,empathetic
27347,c'était pour plaisanter,chitchat
18512,"Mon mari est la personne la plus fidèle que je connaisse. J'ai de nombreux problèmes de santé et il ne fait que me montrer l'amour et la fidélité entiers, peu importe ce qui se passe.",empathetic
9841,Je me sens mal pour commander la restauration rapide tout le temps. Je sais que ce n'est pas bon pour nous,empathetic
20976,"J'ai trouvé un nouveau chien errant qui mangeait la benne, jeudi dernier, et aujourd'hui, je l'ai officiellement adoptée.",empathetic
19775,Le fait de garder chacun de mes enfants pour la première fois était incroyable. Je ne peux penser à rien d'autre qui produit le type de sentiments qu'il produit.,empathetic
29626,c'est quoi ton artiste préféré,chitchat
33112,qui est-ce qui programmée,chitchat
11837,Je ne pouvais pas croire mes yeux quand mon chien portait mes sous-vêtements. Je suppose qu'il était monté dans le panier à linge et s'était enchevêtré dans mes tiroirs.,empathetic
2588,J'ai vu un vieux disque AOL dans un marché aux puces.,empathetic
11108,Je n'arrive pas à croire que ma fille ait appris à jouer l'ukélée toute seule.,empathetic
30714,est-ce que tu veux dominer le monde,chitchat
27400,mais t'as vu la farce,chitchat
29135,est-ce que tu peux parfois ressentir la faim,chitchat
30726,est-ce que tu veux attaquer la terre,chitchat
24286,comment se passe ta journée jusque maintenant,chitchat
16307,"Il y a quelques semaines, j'ai rendez-vous avec mes vieux amis du lycée, c'est difficile de croire que ça fait plus de trente ans qu'on s'est rencontrés.",empathetic
30481,c'est quoi ton opinion sur la tech d'aujourd'hui,chitchat
3201,Je n'ai plus de voiture mais je suis satisfait sans en avoir une. Je ne conduis pas beaucoup de toute façon et tout ce dont j'ai besoin est à distance de marche.,empathetic
29478,tu es ami avec Siri,chitchat
3695,Surveille mon chien mourant,empathetic
20247,J'ai peur de l'avenir parce que c'est tellement incertain. J'ai l'impression d'avoir toujours beaucoup à perdre.,empathetic
26819,je suis vraiment hyper hors de moi,chitchat
6951,Je suis sur le point de déménager ce week-end dans une nouvelle ville. J'ai tout emballé et prêt à aller et ont déjà nettoyé la nouvelle maison.,empathetic
12480,"Quand je pense à mon propriétaire, je m'énerve, ils ne font pas la moitié de ce qu'ils ont promis.",empathetic
87,Je suis ennuyé par un collègue qui fait des blagues sur moi.,empathetic
592,J'ai dit que je mangeais des toasts sur mon chien.,empathetic
27923,j'aime les gens,chitchat
9108,J'étais content de voir que j'ai été approuvé pour le week-end.,empathetic
17210,Je vais faire une promotion au travail dans quelques semaines.,empathetic
12858,Quelqu'un a pris mon téléphone quand j'étais au travail.,empathetic
25117,quoi de neuf avec vous,chitchat
9183,Ma femme m'a demandé de nettoyer la maison pendant qu'elle était partie quelques jours et j'ai fini par perdre mon temps à jouer aux jeux vidéo.,empathetic
28240,ça fait un moment que je suis triste,chitchat
21927,c'est une bonne journée,empathetic
11306,Je suis prêt à aller au match de baseball demain.,empathetic
23344,est-ce que tu pourrais avoir la grandeur d'esprit d'accepter mes plus pates excuses,chitchat
1490,Je suis dévastée.,empathetic
31314,avec qui tu es fiancé,chitchat
26042,je suis folle de toi,chitchat
20760,J'avais l'impression d'être avec ma famille quand je suis allé à la plage la semaine dernière.,empathetic
17488,"Quand j'étais sans abri, je n'avais nulle part où aller... Je devais littéralement compter sur mes propres instincts et sur l'Univers pour me guider là où j'avais besoin d'être.",empathetic
4434,J'aime vraiment m'occuper d'animaux sans défense.,empathetic
15303,Je me sens le plus content de boire du café tôt le matin sur mon porche du dos,empathetic
25889,est-ce que tu peux m’aimer,chitchat
6530,prêt à obtenir la promotion,empathetic
27827,j'aime bien quand je fais rien,chitchat
36130,c’est quoi cette réponse de bouffon,chitchat
13625,"J'ai vraiment apprécié mon temps à Tokyo, c'était une grande expérience",empathetic
33635,J'en ai ras-le-bol des mêmes réponses,chitchat
27129,je suis trop contente,chitchat
31258,tu es amoureuse de quelqu’un,chitchat
3976,Je me sentais mal quand j'ai vu un homme battre un chien sur le trottoir. Le pauvre chien saignait et je me suis arrêté pour l'aider. Mais il était trop tard.,empathetic
16072,Une fois je me suis réveillé dans mon sommeil à des bruits effrayants. Il ne s'arrêtait pas et il y avait des grognements et des rayures. Il s'avère que c'était mon chien endormi sous mon ronflement de lit.,empathetic
28594,je te trouve vraiment barbante,chitchat
29612,Est-ce que tu discutes avec des chatbots,chitchat
15012,"Je ne crois pas en moi-même, Je crois en Dieu.",empathetic
28625,tu es inintéressante,chitchat
13561,Je n'arrive pas à croire que j'ai mangé autant de pizza aujourd'hui... il y a mon régime alimentaire,empathetic
30908,tu n’es pas Ultron au moins j’espère,chitchat
20179,"Aujourd'hui, je me sentais vraiment heureux d'avoir fait un peu de travail. Cela a été très occupé ces deux dernières semaines. J'ai aussi un nouveau travail sur lequel je travaille.",empathetic
37032,j’ai bien envie que tu me prennes dans tes bras,chitchat
12445,Je suis plutôt heureux là où ma vie est en ce moment.,empathetic
17567,"Mon intuition m'a conduit dans certaines situations qui avaient seulement utilisé ma tête, j'ai peut-être manqué. Je suis un grand croyant à l'écoute de votre ""gut"".",empathetic
10084,J'étais dans un restaurant et le serveur ne nous a pas servis du tout! Elle était si paresseuse! J'étais si déçue.,empathetic
8708,Ma voiture est tombée en panne et mon mari a quitté le travail pour venir me chercher.,empathetic
22439,J'étais à la maison seule et j'ai joué à un jeu de VR flippant. Il ne s'attendait pas vraiment à prendre ce flippant de tour.,empathetic
20695,J'ai gâché mon rencard avec une belle femme.,empathetic
26189,est-ce que tu veux devenir mon époux,chitchat
30467,c'est quoi ton ressenti sur la technologie aujourd'hui,chitchat
11760,Essayer de se débarrasser des nanas de la maison est une douleur.,empathetic
2510,J'ai vraiment été en colère hier parce que mon mari a fait un énorme désordre dans la maison.,empathetic
13811,Je suis tellement triste que le pont s'effondre.,empathetic
22383,"J'aime vraiment shoes, et j'espère pouvoir avoir une paire de Yeezy qui sortiront en octobre.",empathetic
5930,J'ai toujours pensé que les androïdes étaient des téléphones poubelles.,empathetic
33957,tu pourrais me faire une blague,chitchat
27609,je me sens souvent tout seul,chitchat
9977,Un collègue vole de l'argent au travail et me menace si j'en parle.,empathetic
29944,à ton avis entre nous deux dis qui est le plus beau,chitchat
7422,Mes voisins sont si ennuyeux. Ils continuent à jouer de la musique si fort et aujourd'hui ils se sont garés sur mon herbe. Je veux me plaindre mais je ne veux pas commencer un combat,empathetic
13142,"J'ai quitté un emploi récemment. Il était vraiment important pour moi de juste sortir de ce travail. Cependant, je n'ai pas pu le dire à mon bon ami avant de partir.",empathetic
2418,J'espère trouver un nouvel emploi très bientôt.,empathetic
21792,J'ai accidentellement laissé mon téléphone dans un restaurant. J'ai pu le récupérer avant qu'il ne soit volé ou perdu.,empathetic
30940,veux-tu nuire à l’humanité,chitchat
21204,J'ai perdu une promotion d'emploi.,empathetic
1524,Quand j'ai réparé quelqu'un ordinateur avec lequel ils ont eu des problèmes. Je me sentais vraiment heureux et fier de moi mais aussi je ne pouvais pas croire que c'était si facile.,empathetic
752,"Il y avait un chat sauvage ou ferril qui a accroché autour de ma maison pendant des mois. Je l'ai nourri et pris le bonjour au vétérinaire pour être neutéré. Au lieu de le libérer, je l'ai gardé.",empathetic
17004,J'ai mon premier test dans ma classe lundi. J'ai beaucoup étudié et je me sens plus que prêt pour ça!,empathetic
28031,j'aime beaucoup faire du sport,chitchat
15987,Noël,empathetic
29358,Est-ce que tu as entendu parler de l'Assistant Google,chitchat
12200,"Il y a cet arbre en dehors de mon appartement, et la façon dont il est illuminé ressemble à la silouette d'une personne, qui me surprend parfois.",empathetic
5698,Une fois je portais ma chemise à l'intérieur. Je n'ai pas remarqué avant d'être à l'école et quelqu'un a fait un commentaire.,empathetic
28138,je me sens déprimée depuis un bon moment,chitchat
35993,c’est une réponse complètement affligeante,chitchat
35545,tu crois que c'est drôle,chitchat
1291,Excité quand les Lakers ont eu Lebron.,empathetic
9939,Je suis fier de ma femme et de mes enfants d'être toujours là pour moi.,empathetic
6658,"J'ai proposé à une fille la semaine dernière, elle a accepté ma proposition et nous sommes heureux de commencer notre voyage d'amour.",empathetic
15771,Un ami m'a parlé de leurs plans de voyage et je deviens vraiment embarrassant.,empathetic
21674,Ma belle-fille est diplômée de l'université et a obtenu un excellent travail à San Francisco.,empathetic
7344,"Les Lakers ont Lebron James, j'ai hâte de le voir jouer.",empathetic
19324,J'ai lu les instructions comment mettre en place ma coupe bit 100 fois. J'ai besoin d'enregistrer mon exercice pour me préparer à ma course marathon,empathetic
17951,Fed un errant hier.,empathetic
28175,je suis vraiment déprimée,chitchat
7923,"Je suis frustré par mon travail parfois, les gens qui appellent juste ne sont pas compétents parfois",empathetic
18145,"J'ai menti à propos d'embrasser la fille la plus populaire de notre école, à mes amis. quand ils ont découvert, je me sentais tellement honteuse",empathetic
13241,"J'ai un nouveau car, je suis si heureux.",empathetic
25774,Tu ne serais pas sur le point de succomber à mes charmes,chitchat
10386,"Mon ami le père travaille à l'hôpital, il est allé sur le toit pour rencontrer un hélico et un patient et lui a coupé le bras par les lames de l'hélico.",empathetic
32206,Veux-tu me poser des questions,chitchat
1575,"J'ai eu un nouveau chiot récemment, j'avais hâte de le voir depuis si longtemps.",empathetic
1746,un temps que je me suis senti préparé est quand j'étais sur le point d'obtenir mon diplôme,empathetic
15255,"Quand ma femme et moi nous sommes réunis, nous avons eu un long débat sur l'argent. En fin de compte, nous avons décidé que puisque j'étais au travail la plupart du temps, elle s'occupait de toutes les questions d'argent et avait le plus à dire dans les choses.",empathetic
12100,"Je suis accepté à l'école de mes rêves, j'étudie l'administration des affaires.",empathetic
18756,"J'étais dans un ascenseur à l'intérieur d'un vieux bâtiment au centre-ville. Soudain, l'ascenseur s'est arrêté et la lumière s'est éteinte. Nous étions coincés là-dedans pendant des heures.",empathetic
2468,Je me sens anxieux car je suis au chômage. Je dois trouver un emploi bientôt.,empathetic
4119,Mes parents nous emmènent en croisière l'année prochaine sur Spring Break. Ce sera notre premier. Nous sommes impatients d'y aller.,empathetic
5796,Je me sens si seule de nos jours.,empathetic
31019,tu sais que t'es éveillée toi,chitchat
1245,"Voir des photos de mes vacances d'été il y a un mois avec ma petite amie longue distance, me fait me sentir à la fois heureux et triste",empathetic
5029,J'étais réveillée par une figure de dar dans ma chambre.,empathetic
16901,J'étais dans une auberge et quelqu'un a oublié leurs belles lunettes de soleil.,empathetic
36736,tu es trop désopilant,chitchat
18850,J'ai eu un rendez-vous avec un médecin aujourd'hui et j'ai dû attendre plus d'une heure avant de le voir.,empathetic
25258,tu veux être mon meilleur copain,chitchat
34148,tu es capable de me faire rire,chitchat
4216,Je viens juste de terminer mon cours en ligne et les notes ne sont toujours pas en hausse.,empathetic
24320,c'était cool ta journée,chitchat
244,Je me sens mal d'avoir volé le cookie.,empathetic
27317,tu as pas compris que je te mettais en boîte,chitchat
24986,je vous souhaite une joyeuse assomption,chitchat
8376,Je suis sûr que je trouverai bientôt un emploi.,empathetic
29437,Est-ce que tu as entendu parler de Google Assistant,chitchat
17268,J'ai trouvé de vieilles patates douces pourries cachées à l'arrière de mon réfrigérateur.,empathetic
25031,je te souhaite une bonne toussaint,chitchat
37308,je veux me mettre sous le train,chitchat
32262,Peux-tu poser des questions sur moi,chitchat
33221,dis-moi qui t'a créée,chitchat
31046,t'es lucide,chitchat
6620,Mon fils avait de bonnes notes à l'école.,empathetic
13136,J'étais à une station service avec mon ami et on a tous les deux acheté un billet de loterie. Elle a gagné un peu d'argent! J'étais un peu fou que je n'ai rien eu.,empathetic
36983,j’aurais bien besoin que tu me prennes dans tes bras,chitchat
4177,Je suis heureux d'avoir rencontré Donald Trump.,empathetic
1800,"J'ai piqué mon pantalon sur un tour à Disneyworld quelques mois back, il s'est stupéfié dans l'endroit mais personne ne me soupçonnait",empathetic
25911,tu est conçue pour tomber amoureux de moi,chitchat
6792,Je savais que j'avais le meilleur score pendant le concours de bowling.,empathetic
761,Je ne sais pas pourquoi certaines personnes sont avides,empathetic
3469,Il me réchauffe le cœur d'avoir mes parents pour avoir une si bonne relation avec mes enfants,empathetic
24305,est-ce que tu passes une chouette journée,chitchat
35739,tu penses vraiment que c'est drôle,chitchat
31959,est-ce que tu es plus vieille que moi,chitchat
35925,tu es vraiment pas beau,chitchat
2645,"En ce moment, je suis inquiet parce que j'ai un voyage prévu. C'est un voyage où nous comptons sur quelqu'un d'autre pour le transport, donc je suis très peu sûr de mettre autant de confiance sur une autre personne. Nous allons santa fe pour un mariage.",empathetic
235,"Ma transmission est sortie dans ma voiture, mon père m'a prêté 500 $ pour la réparer.",empathetic
22250,J'étais si heureuse quand ma mère est venue me rendre visite!,empathetic
9603,J'ai cru que quelqu'un me parlait.,empathetic
13523,Mon chien a chié sur le tapis aujourd'hui.,empathetic
22427,"Je travaille dans le soutien technologique et nous avons souvent des problèmes compliqués. Il y en avait un récemment où ils avaient besoin de déplacer les données, mais j'ai fait quelques recherches avant que cela se produise et je savais exactement ce que je devais faire pour obtenir les données.",empathetic
23574,adios amigo,chitchat
28713,je trouve que t'es vraiment sans intérêt,chitchat
29896,tu connais le véritable sens de la vie,chitchat
1184,"J'avais confiance que les Falcons win, man était que j'avais tort.",empathetic
30422,quel est ton ressenti sur l'intelligence artificielle,chitchat
18331,J'étais ennuyé quand mon spectacle préféré n'était pas sur,empathetic
2096,Personne n'a participé à ma fête d'anniversaire.,empathetic
32688,tu as un boss,chitchat
18859,Je traversais juste tous mes annuaires de lycée et ça m'a fait rater le bon vieux temps. C'est fou comment le temps passe si vite.,empathetic
5643,Je voulais être seule aujourd'hui donc j'ai menti à mon ami à propos d'être trop occupée pour traîner.,empathetic
11612,Certaines personnes deviennent envieuses quand d'autres progressent,empathetic
9293,Toute ma famille m'a surpris avec une croisière au Mexique avec ma sœur.,empathetic
10802,J'avais peur de rentrer chez moi hier soir.,empathetic
32178,Pourrais-tu me poser une question,chitchat
9299,"Je suis en colère que ma sœur me demande toujours de babsit, mais ne me fait jamais",empathetic
27370,c'était une farce,chitchat
11831,Mon monde a été renversé quand mon mari a reçu ce diagnostic médical.,empathetic
3439,"Mon chien veut jouer au remorqueur de la guerre avec moi avec ce petit jouet de corde qu'elle a. Mais quand nous avons joué hier soir, elle a été tellement sauvage et énergique, qu'elle a commencé à attaquer mon autre chien! Pas sûr si je devrais le refaire...",empathetic
18202,Mon colocataire a mangé mon déjeuner que j'ai laissé dans le frigo!,empathetic
22992,tu penses que je suis attirante,chitchat
19016,J'ai découvert que j'ai eu une augmentation de salaire et que nous planifions nos vacances.,empathetic
17732,"J'ai été accepté à l'Université après des années d'être un travailleur de l'industrie de la restauration alcoolique, travaillant souvent pour le salaire minimum.",empathetic
22309,Il y avait une course que j'aurais dû gagner.,empathetic
17772,Je suis si heureux d'avoir un mari si merveilleux,empathetic
5515,Ma fille rejoint le groupe cette année.,empathetic
34766,tu veux bien chanter une mélodie,chitchat
23733,plus mon cher,chitchat
12801,"J'ai été incapable de faire mon plein loyer ce mois-ci. Heureusement, mon père est venu à la rescousse et m'a prêté l'argent!",empathetic
20787,Je suis allé aux funérailles de ma mère hier.,empathetic
1059,"Hier, j'ai vu que les insectes avaient mangé mes pissenlits dans le jardin. J'avais passé tant de temps à arroser et à m'occuper d'eux. J'étais dévasté.",empathetic
19565,Je me sentais très seule quand mon partenaire a décidé de me quitter pour quelqu'un d'autre.,empathetic
8234,J'ai été soulagé de trouver mon sac déjeuner.,empathetic
21873,"En raison de fortes pluies le mois dernier, ma ville natale a été presque complètement inondée. La plupart des maisons dans la petite ville ne sont pas condamnées et toute la zone a été déclarée zone de catastrophe.",empathetic
20466,Je suis allé à la randonnée avec ma famille et je me suis amusé.,empathetic
2612,Je ne peux pas croire que Lebron soit parti pour LA. Il aurait dû rester ici à Cleveland où sont sa maison et sa famille.,empathetic
683,"Chaque fois que je vois un bébé nouveau-né, je pense toujours à la façon dont je souhaite que leur vie sera heureuse et longue.",empathetic
3313,J'ai hâte de voir les résultats de nos élections locales aujourd'hui.,empathetic
23194,est-ce que tu me trouves magnifique,chitchat
21473,"Nous avons un team building à wek dans quelques semaines notre bureau est plein de problèmes, mais je vais prédire que ce team building s'avère bon.",empathetic
27562,je me sens souvent vraiment hyper seul,chitchat
21489,"QUAND mon ex petit ami de plus de 4 ans m'a soudainement quitté pour une autre femme, je ne savais pas quoi faire de moi-même. J'étais tellement habitué à tout faire avec lui tout le temps et c'était vraiment dur pour moi.",empathetic
27476,t'as pas vu la blague,chitchat
15342,"J'ai fait une nouvelle amie récemment qui est dans l'escalade. Elle m'a demandé de go, et j'étais tellement nerveux mais elle m'a entraîné à travers elle. J'ai fini par m'amuser!",empathetic
19254,Je ne peux pas m'empêcher de me sentir stressée par l'argent.,empathetic
35020,trop adroit,chitchat
10270,Je vais bientôt prendre ma retraite.,empathetic
14264,J'ai un collègue assis à côté de moi qui a très souvent son doigt à l'intérieur de son nez.,empathetic
19224,"Je savais que quand ma meilleure amie m'a dit qu'elle serait toujours là pour me, que je pourrais avoir une grande confiance en elle. Elle a toujours été une bonne auditeur dans le passé, et n'a jamais été rien d'autre que de soutenir quand j'ai vécu des moments difficiles.",empathetic
10135,J'ai vu une fille demander à son petit ami.,empathetic
33930,j'aimerais avoir des blagues,chitchat
12199,"Mes beaux-parents sont arrivés tout à coup hier et ont dit qu'ils restaient pour la semaine. Je n'avais aucun avertissement, mais je suppose qu'ils essayaient de le rendre amusant,ha ha.",empathetic
33611,Je suis saoulé de ces réponses,chitchat
36687,je me fends la gueule avec tes blagues,chitchat
21349,Ma sœur part en vacances.,empathetic
2652,Ma femme a oublié que c'était mon anniversaire.,empathetic
1965,Je fais confiance à ma femme.,empathetic
31074,t'es vive toi,chitchat
3963,Je commence un nouveau travail lundi! Je suis aussi prêt que je pourrais être pour frapper le sol en courant!,empathetic
8934,Je me suis sentie assez malade quand j'ai vu un animal mort sur le trottoir.,empathetic
31700,où t'es localisée,chitchat
32260,Est-ce que tu peux poser des questions sur moi,chitchat
26209,est-ce que tu veux que je te passe la corde au cou,chitchat
33580,Est-ce que tu sais dire quelque chose d'autre,chitchat
28206,j'en peux plus de me sentir déprimée,chitchat
28414,J’ai envie d’y aller,chitchat
16092,Mon borther a obtenu son diplôme avec son maître et je me sentais bien à ce sujet.,empathetic
9424,Quand j'ai découvert les plans de mes parents avec la famille et que c'est de l'argent,empathetic
35055,adroit,chitchat
37449,avez vous un site internet?,chitchat
5506,"J'ai commandé une pizza, mais le livreur m'en a donné une en plus.",empathetic
10110,J'étais à l'épicerie et il y avait une vente HUGE sur des oréos!,empathetic
30300,est-ce que tu sais que je suis plus brillant que toi,chitchat
10471,La voiture devant moi s'est écrasée quand j'étais sur la route aujourd'hui.,empathetic
10742,Je me sens toujours confiant après quelques verres.,empathetic
35432,t’es carrément trop idiot,chitchat
21335,"Pour une raison quelconque, le son du ventilateur apporte quelques bons et vieux souvenirs oubliés.",empathetic
30281,de toi et moi c'est qui le plus intelligent,chitchat
25421,tu voudrais être mon meilleur ami,chitchat
24379,passes-tu une bonne journée aujourd'hui,chitchat
2904,J'ai perdu mon maillot de bain dans l'océan.,empathetic
17431,Une personne m'a assuré qu'il n'arriverait rien. Elle m'a calmé les nerfs sur le point d'être poussé dans mon bras.,empathetic
35864,Je te trouve laid,chitchat
4270,Je suis tellement excitée que j'ai eu la promotion pour laquelle j'ai travaillé.,empathetic
3939,Ma fille est partie en vacances avec son amie. C'est très calme ici et je n'ai pas l'habitude.,empathetic
32634,est-ce que tu connais ton chef,chitchat
21883,Je suis contrariée de devoir dire à ma jeune fille que son hamster est mort aujourd'hui.,empathetic
10207,Je sais que je vais gagner mon match d'échecs.,empathetic
20645,Je me suis sentie malade après avoir mangé trop de glace hier soir.,empathetic
8335,Je suis prêt pour mes vacances à la fin du mois d'août.,empathetic
24503,enchantée de te rencontrer,chitchat
22366,J'ai entendu dire que j'avais la promotion que j'espérais.,empathetic
25298,voudrais-tu être ma copine,chitchat
16024,Mon chien a été frappé par une voiture quand il est sorti de la porte de l'arrière-cour,empathetic
